,SCs,Tc
2509,Nb2.55Ti0.45Sn1,15.6
2510,Tb0.56Ca0.44Fe1As1O1,15.6
2511,Sm1Fe1As0.8P0.2F0.12O0.88,15.6
2512,Bi1.5Pb0.5Sr1.7La0.3Cu1O5.993,15.6
2513,Sc0.5Lu0.5Ni2B2C1,15.6
2514,Ba1Fe1.42Ru0.58As2,15.6
2515,Y0.9Lu0.1Ni2B2C1,15.56
2516,Ba1Fe1.52Ru0.48As2,15.55
2517,Ba1Fe1.916Co0.084As2,15.5
2518,Mn0.21Si1V2.79,15.5
2519,Ca1Fe1.94Co0.06As2,15.5
2520,Y0.4Pr0.6Ba1.2Sr0.8Cu3O7,15.5
2521,V2.79Mn0.21Si1,15.5
2522,Pr0.85Sr0.15Fe1As1O1,15.5
2523,Y1Ni1.98Mn0.02B2C1,15.48
2524,Ba1Fe1.91Co0.09As2,15.45333333
2525,Pr1.83Ce0.17Cu1O4,15.425
2526,Ga0.31V0.69,15.4
2527,Nb2.739Ta0.261Al1,15.4
2528,Nb3Sn0.6Al0.4,15.4
2529,Nd1.5Ba1.5Cu3O7.12,15.4
2530,Al1Nb2.7V0.3,15.4
2531,Na1Fe0.975Ni0.025As1,15.4
2532,Ca1Fe0.9Ni0.1As1F1,15.4
2533,Pr0.65Sr0.35Fe1As0.95P0.05O1,15.4
2534,Nb3Ga0.95Ge0.05,15.35
2535,La1Fe0.99925Mn0.00075As1F0.11O0.89,15.35
2536,Ce0.12Si1V2.88,15.32
2537,V2.88Ce0.12Si1,15.32
2538,Lu0.95La0.05Ni2B2C1,15.3
2539,Ga0.2Nb0.8,15.3
2540,Nd1.85Ce0.15Cu0.99Zn0.01O4,15.3
2541,Ca1Fe1.85Co0.15As2,15.2
2542,Nb2.85W0.15Al1,15.2
2543,Y0.16Lu0.84Ni2B2C1,15.2
2544,Y0.92Lu0.08Ni2B2C1,15.2
2545,Ca1.89Na0.11Cu1Cl2O2,15.14
2546,Sc0.9Y0.1Ni2B2C1,15.1
2547,Ga0.248V0.752,15.1
2548,Ho0.15Lu0.85Ni2B2C1,15.1
2549,Lu0.94La0.06Ni2B2C1,15.1
2550,Pr1Fe0.925Co0.075As1O1,15.03333333
2551,La1.85Sr0.15Cu0.9825Zn0.0175O4,15
2552,Ba1Fe1.44Ru0.56As2,15
2553,Nb2.55V0.45Sn1,15
2554,Ce1Fe1As0.55P0.45F0.05O0.95,15
2555,Nb2.88Ti0.12Al1,15
2556,Y0.3Lu0.7Ni2B2C1,15
2557,La1.75Sr0.25Cu1O3.93,15
2558,Y0.6Pr0.4Ba2Cu3O6.53,15
2559,Eu0.6Pr0.4Ba2Cu3O6.97,15
2560,La1.92Ca0.08Cu1O4,15
2561,Yb0.45Pr0.55Ba1.7Sr0.3Cu3O6.91,15
2562,Fe1Te0.65Se0.35,15
2563,Fe1Te0.57Se0.43,15
2564,Ba0.805K0.195Fe2As2,15
2565,Ba0.49K0.51Fe1.79Co0.21As2,15
2566,La1.84Sr0.16Cu0.975Ni0.025O4,15
2567,Ca1Fe1.94Ni0.06As2,15
2568,Ca1.875Na0.125Cu1Br1Cl1O2,15
2569,Ba0.5K0.5Fe1.92Mn0.08As2,15
2570,Y0.75Lu0.25Ni2B2C1,14.9
2571,Pr1Fe0.9Co0.1As1O1,14.9
2572,Ga0.253V0.747,14.9
2573,Lu0.5Y0.5Ni2B2C1,14.9
2574,Y0.6Pr0.4Ba2Cu3O6.5,14.9
2575,La1.9Sr0.1Cu0.9925Zn0.0075O4,14.865
2576,Dy1Ba1Sr1Cu3O6.6,14.85
2577,Ba1Fe1.936Ni0.064As2,14.83333333
2578,La1.83Sr0.17Cu0.97Ni0.03O4,14.8
2579,La0.5Lu0.5Ni2B2C1,14.8
2580,Ba0.82La0.18Fe2As2,14.8
2581,Y0.84Lu0.16Ni2B2C1,14.8
2582,Ca1Fe1.874Co0.126As2,14.8
2583,Sc0.8Y0.2Ni2B2C1,14.8
2584,Nb2.927Zr0.073Al1,14.8
2585,Fe1Se0.42Te0.58,14.8
2586,P0.3Si0.7V3,14.75
2587,La1.85Sr0.15Cu0.985Co0.015O4,14.75
2588,Y0.5Lu0.5Ni2B2C1,14.7
2589,Y1Ni1.95Cu0.05B2C1,14.7
2590,Mo0.4Tc0.6,14.7
2591,Nd1Fe0.85Rh0.15As1O1,14.7
2592,C0.75Mo1,14.7
2593,La1.89Sr0.11Cu0.995Fe0.005O4,14.7
2594,V3Ga0.975Bi0.025,14.7
2595,Sm1.8Ce0.2Cu1O4,14.7
2596,Y0.2Lu0.8Ni2B2C1,14.68
2597,Pr0.8Sr0.2Fe1As1O1,14.6
2598,Pr1Fe1As1F0.082O0.918,14.6
2599,Ba1Fe1.784Co0.216As2,14.6
2600,Ga0.236V0.764,14.6
2601,Nb3Sn0.4Ga0.6,14.6
2602,Nb3Sn0.2Al0.8,14.6
2603,Nb3Sn0.81Al0.19,14.6
2604,Nb2.91Zr0.09Al1,14.6
2605,Si1Ti0.15V2.85,14.55
2606,Nd1.85Ce0.15Cu0.987Zn0.013O4,14.5
2607,La1.897Ba0.103Cu1O4,14.5
2608,Nb2.64Ta0.36Al1,14.5
2609,Si0.206V0.794,14.5
2610,Sc0.7Y0.3Ni2B2C1,14.5
2611,Ba1Fe1.32Ru0.68As2,14.5
2612,C1.55W0.1Y0.9,14.5
2613,Nb2.85Mo0.15Al1,14.45
2614,Y0.95Tb0.05Ni2B2C1,14.42
2615,Nb2.85Hf0.15Al1,14.4
2616,Fe0.98Mn0.02Se0.5Te0.5,14.4
2617,Sr1Fe1.766Co0.234As2,14.4
2618,Li1Ti1.91Cu0.09O4,14.4
2619,Ge0.1Si0.9V3,14.4
2620,Nb3Sn0.5Sb0.5,14.4
2621,Y0.45Pr0.55Ba2Cu3O6.953,14.4
2622,Si0.22V0.78,14.38
2623,Fe1Te0.5Se0.5,14.38
2624,Fe1Se0.3Te0.7,14.33333333
2625,Nb3Sn0.81Ge0.19,14.3
2626,La1.9Ba0.1Cu0.99Ga0.01O4,14.3
2627,Y1Ni1.985Cu0.015B2C1,14.3
2628,Sm1Fe0.875Co0.125As1O1,14.3
2629,La1Fe1As1F0.18O0.82,14.3
2630,Ca0.3Nd0.7Ba1La1Cu3O7.24,14.3
2631,Y1Ni1.98Co0.02B2C1,14.3
2632,Mo0.95Hf0.05C0.75,14.2
2633,Bi2Sr1.3Nd0.7Cu1O6.417,14.2
2634,V0.5Nb2.5Sn1,14.2
2635,Nb2.5Sn1V0.5,14.2
2636,Y1Ba2Cu2.79Zn0.21O6.97,14.2
2637,Pr1Fe0.9Co0.1As0.95P0.05O1,14.2
2638,Lu0.25Y0.75Ni2B2C1,14.2
2639,C0.75Hf0.05Mo0.95,14.2
2640,Ga0.25V0.75,14.16666667
2641,Ba1Fe1.82Ni0.18As2,14.15
2642,Ba1Fe1.782Co0.218As2,14.1
2643,La1Fe0.995Zn0.005As1O0.85,14.1
2644,Fe1Se0.4Te0.6,14.1
2645,Ga0.3V0.7,14.1
2646,La0.8Y0.2Fe0.98Mn0.02As1F0.11O0.89,14.1
2647,Ca1Fe1.75Co0.25As2,14.1
2648,Nd1Fe0.5Ru0.5As1F0.11O0.89,14.1
2649,Nb3Sn0.61Al0.39,14.1
2650,Nb1.8Ta1.2Sn1,14.1
2651,Al1Cr0.3Nb2.7,14.1
2652,Y0.95Pr0.05Ni2B2C1,14.05
2653,Sn0.875Mo6S8,14.048
2654,Na1Fe0.93Co0.07As1,14
2655,La1Fe0.9Rh0.1As1O1,14
2656,Y1Ni1.8Pd0.2B2C1,14
2657,Nb2.55V0.45Al1,14
2658,Sm1Fe1As1F0.085O0.915,14
2659,Fe1Se0.39Te0.61,14
2660,Si0.9V3Ge0.1,14
2661,V2.964Mo0.036Si1,14
2662,La1Fe0.85Rh0.15As1O1,14
2663,La1Fe0.89Co0.11As1O1,14
2664,Nb3Al0.7Be0.3,14
2665,Fe1Te0.67Se0.33,14
2666,La1.76Ba0.24Cu1O4,14
2667,Ba0.805K0.195Fe1.738Co0.262As2,14
2668,Ca1La1Ba1Cu2.88Zn0.12O7,14
2669,Mo0.45Tc0.55,14
2670,V3Si0.9Ge0.1,14
2671,V3Si0.8Al0.2,14
2672,V3Si0.9Al0.1,14
2673,Nd1.85Ce0.15Cu0.985Zn0.015O4,14
2674,Nd1Ba2Cu3O6.6,14
2675,Eu1Ba2Cu2.8Ga0.2O6.63,14
2676,La1.85Sr0.15Cu0.97Ni0.03O4,13.975
2677,Ba1Fe1.85Ni0.15As2,13.93333333
2678,La1.82Ba0.18Cu0.99Zn0.01O4,13.9
2679,Al0.3Ga0.7V3,13.9
2680,Ga0.255V0.745,13.9
2681,Mo0.95V0.05C1,13.9
2682,Al0.1Ga0.9V3,13.9
2683,Na1Fe0.9875Co0.0125As1,13.9
2684,Nb3Si0.27Sn0.73,13.9
2685,La1.885Ba0.115Cu1O4,13.9
2686,Mo0.9Re0.1C1,13.9
2687,Sr1Fe1.792Co0.208As2,13.9
2688,Eu0.6Sr0.4Fe1.715Co0.285As2,13.9
2689,Ga0.247V0.753,13.8
2690,La1.936Ce0.064Cu1O4,13.8
2691,C1Mo0.9Re0.1,13.8
2692,C1.45Mo0.1Y0.9,13.8
2693,Ho0.25Y0.75Ni2B2C1,13.8
2694,Nb2.775Mo0.225Al1,13.8
2695,Y1Ni1.9Cu0.1B2C1,13.75
2696,La1.751Ba0.249Cu1O4,13.7
2697,Sr1.8Ca0.2V1Fe1As1O3,13.7
2698,La1.8Sr0.2Cu0.9753Zn0.0247O4,13.7
2699,Mo0.9Ru0.1C1,13.7
2700,Bi1.8Pb0.2Sr1.6La0.4Cu1O6.182,13.7
2701,Mo0.18Tc0.82,13.7
2702,La1.85Sr0.15Cu0.985Ga0.015O4,13.7
2703,Y1Ni1.9Pt0.1B2C1,13.7
2704,C1Mo0.9Ru0.1,13.6
2705,Sr0.8K0.2Fe2As2,13.6
2706,La1.85Sr0.15Cu0.978Zn0.022O4,13.6
2707,Ga0.265V0.735,13.6
2708,La1Fe0.5Ru0.5As1F0.11O0.89,13.6
2709,Pd0.84Au0.16H0.9,13.6
2710,Lu0.93La0.07Ni2B2C1,13.6
2711,Nb2.859Zr0.141Al1,13.6
2712,Lu0.92La0.08Ni2B2C1,13.6
2713,Nb3Sn0.4Al0.6,13.6
2714,Ba0.5K0.5Fe1.7Co0.3As2,13.56
2715,La1.83Sr0.17Cu0.65Ni0.35O4,13.5
2716,Sr1Fe1.76Co0.24As2,13.5
2717,Fe1Se0.38Te0.62,13.5
2718,V2.814Nb0.186Ga1,13.5
2719,Nd1.85Ce0.15Cu0.996Ni0.004O4,13.5
2720,Y0.95Gd0.05Ni2B2C1,13.5
2721,Y0.47Pr0.53Ba2Cu3O6.96,13.5
2722,Nd0.8Sr0.2Fe1As1O1,13.5
2723,Al0.33Nb0.67,13.5
2724,Mo0.95Ti0.05C1,13.5
2725,Fe0.95Zn0.05Se0.3Te0.7,13.5
2726,Nb0.05Mo0.95C1,13.5
2727,Nb0.71Mo0.29C1,13.45
2728,V2.754Ti0.246Ga1,13.4
2729,V2.94Fe0.06Si1,13.4
2730,Na1Fe0.939Co0.061As1,13.4
2731,Ba0.85Ce0.15Fe2As2,13.4
2732,Sr1Fe1.816Co0.184As2,13.4
2733,Y1Ni1.98Fe0.02B2C1,13.4
2734,Li1Fe0.975Co0.025As1,13.4
2735,Mo0.1Tc0.9,13.4
2736,Fe1Te0.6Se0.4,13.36666667
2737,Li1Fe0.99Ni0.01As1,13.35
2738,Ba1Fe1.894Pd0.106As2,13.3
2739,Ga0.233V0.767,13.3
2740,Fe1Se0.75Te0.25,13.3
2741,Fe0.99Co0.01Se0.3Te0.7,13.3
2742,Ho0.3Lu0.7Ni2B2C1,13.3
2743,Ga0.19Nb0.81,13.3
2744,V3Si0.87Ga0.13,13.3
2745,Sr0.958Eu0.042Fe1.76Co0.24As2,13.3
2746,Sm1Fe0.925Co0.075As1O1,13.3
2747,Mo0.9V0.1C1,13.3
2748,Lu0.945Gd0.055Ni2B2C1,13.28
2749,Fe1Se0.25Te0.75,13.225
2750,Sr1Fe1.7Co0.3As2,13.2
2751,Sr1Fe1.752Co0.248As2,13.2
2752,V2.7Zr0.3Si1,13.2
2753,Mo0.95Zr0.05C1,13.2
2754,Si1V2.7Zr0.3,13.2
2755,Nb0.7W0.3C1,13.2
2756,Nb0.8W0.2C1,13.2
2757,La1.85Sr0.15Cu0.9825Co0.0175O4,13.2
2758,Nb0.25Mo0.75C1,13.1
2759,Nb3Sn0.2Ga0.8,13.1
2760,Mo0.9Ti0.1C1,13.1
2761,Nb0.5Mo0.5C1,13.1
2762,Nb0.75W0.25C1,13.1
2763,La1.763Sr0.237Cu1O4,13
2764,C1.45Y0.9Zn0.1,13
2765,Nd1.85Ce0.15Cu0.99Fe0.01O4,13
2766,Pr1.83Ce0.17Cu1O3.99,13
2767,Ba1.6Sr0.4Yb0.8Ca0.2Cu3O6.04,13
2768,La1.76Sr0.24Cu0.995Zn0.005O4,13
2769,Ru1Sr2Gd0.98Ce0.02Cu2O8,13
2770,Fe0.99Zn0.01Se0.3Te0.7,13
2771,Ba0.812K0.188Fe2As2,13
2772,Y1Ni1.85Cu0.15B2C1,13
2773,Dy1Ba2Cu2.8Zn0.2O6.95,13
2774,Pr0.8Sr0.2Fe0.97Zn0.03As1O1,13
2775,Nb2.778Ti0.222Al1,13
2776,Nb0.65W0.35C1,13
2777,Co0.44Mo0.56,13
2778,K0.2Sr0.8Fe2As2,13
2779,Fe1Se0.5Te0.5,12.97125
2780,Ba1Fe1.925Ni0.075As2,12.95
2781,Mo0.84V0.16C1,12.9
2782,Nb0.24Tc0.76,12.9
2783,Fe1Se0.2Te0.8,12.9
2784,Sr1Fe1.6Co0.4As2,12.9
2785,Fe1Te0.7Se0.3,12.9
2786,Al0.5Ga0.5V3,12.9
2787,C1.5Ti0.3Y0.7,12.9
2788,Mg0.5Al0.5B2,12.9
2789,Ru0.8Rh0.2Sr2Gd1Cu2O8,12.9
2790,V3Si0.8Sn0.2,12.85
2791,Ba1Fe1.774Co0.226As2,12.8
2792,Y1Ni1.98Ru0.02B2C1,12.8
2793,Si1V2.7Nb0.3,12.8
2794,Mo0.84Ti0.16C1,12.8
2795,V2.7Nb0.3Si1,12.8
2796,Nb0.06Tc0.94,12.8
2797,Ti0.013V0.987,12.8
2798,Pr0.9Sr0.1Fe1As1O1,12.8
2799,Nd1.83Ce0.17Cu1O4,12.8
2800,Ba0.2K0.8Fe2As2,12.8
2801,Mo0.8V0.2C1,12.8
2802,Nb0.03Tc0.97,12.8
2803,Mo0.7Re0.3,12.75
2804,Ba0.81K0.19Fe2As2,12.73333333
2805,Mo0.95Hf0.05C1,12.7
2806,Y1Ni1.9Mn0.1B2C1,12.7
2807,Nb0.85Mo0.15C1,12.7
2808,La1.882Ba0.118Cu0.99Ni0.01O4,12.7
2809,Ga0.8In0.2V3,12.7
2810,La1Fe0.925Co0.075As1O1,12.66
2811,Sr1Fe1.7Pt0.3As2,12.6
2812,V2.799Cr0.201Ga1,12.6
2813,La1.85Sr0.15Cu0.982Zn0.018O4,12.6
2814,Fe1Se0.45Te0.55,12.6
2815,Y0.85Tb0.15Ni2B2C1,12.54
2816,Sm1Fe0.7Ru0.3As1F0.15O0.85,12.5
2817,Ga0.2V0.8,12.5
2818,Ba1.9K0.1Pb0.85Bi0.15O4,12.5
2819,Sr0.85Eu0.15Fe1.76Co0.24As2,12.5
2820,Ba1Fe1.974Mo0.026As2,12.5
2821,Sr2Cu1C0.95B0.05O5,12.5
2822,Nb0.5W0.5C1,12.5
2823,Ga1Nb2.4V0.6,12.5
2824,C1Nb0.6W0.4,12.5
2825,Au0.7Nb3Pt0.3,12.5
2826,Bi2Sr1.6Eu0.4Cu1O6.301,12.5
2827,Al1Nb2.1V0.9,12.5
2828,La1.885Sr0.115Cu0.9925Zn0.0075O4,12.45
2829,La1.84Ba0.16Cu0.99Zn0.01O4,12.4
2830,Nb3Sn0.4Sb0.6,12.4
2831,C1.45Cr0.1Y0.9,12.4
2832,Mo0.95Hf0.05C0.74,12.4
2833,V2.802Ta0.198Ga1,12.3
2834,La1.901Ba0.099Cu1O4,12.3
2835,Ga0.222V0.778,12.3
2836,Ba1Fe1.946Pd0.054As2,12.3
2837,La1.9Sr0.1Cu0.99Ni0.01O4,12.3
2838,Sr0.28Eu0.72Fe1.76Co0.24As2,12.3
2839,Nb0.51Mo0.49C1,12.22
2840,K0.7Sr0.3Fe2As2,12.2
2841,Ga0.281V0.719,12.2
2842,Pr1Fe0.9Co0.1As0.85P0.15O1,12.2
2843,Sm0.9Pr0.1Ba2Cu3O6.55,12.2
2844,Nb0.3Mo0.7C1,12.1
2845,Y1Ni1.5Pd0.5B2C1,12.1
2846,Ga0.296V0.704,12.1
2847,Nb0.95Mo0.05C1,12.1
2848,C0.69Mo1,12.1
2849,Y1Ni1.3Pd0.7B2C1,12.1
2850,Y1Ni1.6Pt0.4B2C1,12.1
2851,La1Fe0.95Co0.05As1O1,12.01
2852,La1Fe0.95Rh0.05As1O1,12
2853,Ba0.7K0.3Fe1.72Co0.28As2,12
2854,Mo0.95Hf0.05C0.73,12
2855,Ca1Fe1.73Co0.27As2,12
2856,Ba0.7K0.3Fe1.66Co0.34As2,12
2857,Bi2Sr1.9La0.1Cu1O6.2,12
2858,Mo0.3Tc0.7,12
2859,Y0.5Pr0.5Ba2Cu3O6.96,12
2860,Mo0.8W0.2C1,12
2861,Pr0.8Sr0.2Fe0.94Zn0.06As1O1,12
2862,Fe0.98Zn0.02Se0.3Te0.7,12
2863,Sr0.2La1.8Cu0.99V0.01O4,12
2864,Ba0.816K0.184Fe2As2,12
2865,Nb0.75Mo0.25C1,12
2866,C0.681Mo1,12
2867,La1.85Sr0.15Cu1O3.987,12
2868,Mo0.8Ti0.2C1,12
2869,Nd1.85Ce0.15Cu0.975Zn0.025O4,12
2870,Y0.9Gd0.1Ni2B2C1,12
2871,La1.931Sr0.069Cu1O4,12
2872,Sr0.81Eu0.19Fe1.76Co0.24As2,12
2873,Y0.85Pr0.15Ni2B2C1,12
2874,Mo0.57Re0.43,12
2875,Nb3Sn0.5Ge0.5,11.95
2876,V2.793Ni0.207Ga1,11.9
2877,Li0.98Mg0.02Ti2O4,11.9
2878,Mo0.9Hf0.1C1,11.9
2879,Nd1Fe0.97Mn0.03As1F0.11O0.89,11.9
2880,Sr2Y1Ru0.95Cu0.05O6,11.9
2881,V2.7Mn0.3Si1,11.9
2882,V3Ga0.8Si0.2,11.9
2883,Nb2.7Mo0.3Al1,11.85
2884,La1Fe0.925Ir0.075As1O1,11.85
2885,Ba0.5K0.5Fe1.8Cu0.2As2,11.83
2886,Ce1Fe1As1F0.05O0.95,11.8
2887,Fe0.97Zn0.03Se0.3Te0.7,11.8
2888,Lu0.8Dy0.2Ni2B2C1,11.8
2889,Y1Ni1.82Pd0.18B2C1,11.8
2890,Y1Ni1.94Co0.06B2C1,11.8
2891,Ba0.8Na0.2Fe2As2,11.8
2892,Ta0.05Mo0.95C1,11.8
2893,Mo0.66Re0.34,11.8
2894,Y1Ni0.8Pd1.2B2C1,11.8
2895,Y1Ni1Pd1B2C1,11.8
2896,Hf1Ru1P1,11.79666667
2897,Lu0.772Dy0.228Ni2B2C1,11.77
2898,Nd0.75Pr0.25Ba2Cu3O6.96,11.7
2899,Nb3Al0.55Ge0.45,11.7
2900,Sr1Fe1.85Pt0.15As2,11.7
2901,Mo0.9W0.1C1,11.7
2902,La1.937Sr0.063Cu1O4,11.7
2903,Nb0.15Mo0.85C1,11.673
2904,La1Fe1As0.15P0.85O1,11.67
2905,Ru0.9Nb0.1Sr2Gd1Cu2O8,11.65
2906,Mo0.6Re0.4,11.63333333
2907,La1.85Sr0.15Cu0.988Fe0.012O4,11.6
2908,Th1.2Lu0.8C3,11.6
2909,Nb0.9W0.1C1,11.6
2910,Gd1Fe0.7Ir0.3As1O1,11.6
2911,Nd1.85Ce0.15Cu0.995Ni0.005O4,11.6
2912,Ho0.5Y0.5Ni2B2C1,11.6
2913,La1.85Sr0.15Cu0.971Ni0.029O4,11.6
2914,Y2C2Br0.5I1.5,11.6
2915,La1.9Sr0.1Cu0.99Zn0.01O4,11.59
2916,Y1Ni1.8Cu0.2B2C1,11.55
2917,Fe1Te0.925Se0.075,11.5
2918,Mo0.84Hf0.16C1,11.5
2919,C1.45V0.1Y0.9,11.5
2920,V3Ga0.937In0.063,11.5
2921,Nb2.73Ti0.27Al1,11.5
2922,V2.883W0.117Ga1,11.5
2923,Nb3Au0.7Pt0.3,11.5
2924,Mo0.9Zr0.1C1,11.5
2925,C1.45Y1,11.5
2926,Mo0.62Re0.38,11.5
2927,La1Fe1As0.2P0.8O1,11.42
2928,Ba1Fe1.772Co0.228As2,11.405
2929,Nb3Rh0.02Au0.98,11.4
2930,Mo0.8Hf0.2C1,11.4
2931,Tc0.9V0.1,11.32
2932,Mo0.4W0.6C1,11.3
2933,Mo0.6W0.4C1,11.3
2934,Y1Ba2Cu2.6Co0.4O7.03,11.3
2935,Si1V2.7Cr0.3,11.3
2936,Ge0.5Nb3Sn0.5,11.3
2937,Ba1Fe1.935Ni0.065As2,11.3
2938,V2.7Cr0.3Si1,11.3
2939,C1.35Si0.1Y0.9,11.3
2940,Rh0.33Zr0.67,11.25
2941,Tc0.8V0.2,11.24
2942,V3Si0.76Al0.24,11.2
2943,Y0.9Pr0.1Ni2B2C1,11.2
2944,V3Ga0.994Cd0.006,11.2
2945,Y2I1.6Br0.4C2,11.2
2946,C1.35Ru0.1Y0.9,11.2
2947,Gd0.6Pr0.4Ba2Cu3O6.95,11.2
2948,V3Ge0.7Al0.3,11.17
2949,La1.8Sr0.2Cu0.9727Zn0.0273O4,11.1
2950,Au0.25Nb0.75,11.1
2951,Y2I1.5Br0.5C2,11.1
2952,Mg0.31Al0.69B2,11.1
2953,Ta0.5Nb0.5C1,11.1
2954,Ba0.5K0.5Fe1.8Ni0.2As2,11.1
2955,Mo0.52Re0.48,11.1
2956,Ba1Fe1.776Co0.224As2,11.1
2957,Tc0.75V0.25,11.07
2958,La1Fe0.9Co0.1As1O1,11.02
2959,V3Ge0.8Al0.2,11.02
2960,Nb0.2W0.8C1,11
2961,Sr1Fe1.732Co0.268As2,11
2962,Ba1.7K0.3Pb0.9Bi0.1O4,11
2963,Ba0.82K0.18Fe1.654Co0.346As2,11
2964,Ba1.7K0.3Pb0.95Bi0.05O4,11
2965,Rb0.9Bi1.1O3,11
2966,Rb0.6Bi1.4O3,11
2967,Nd1.85Ce0.15Cu0.97Zn0.03O4,11
2968,Ba0.86K0.14Fe1.68Co0.32As2,11
2969,Nb3Rh0.05Au0.95,11
2970,La1.86Ba0.14Cu0.99Ni0.01O4,11
2971,Sm1Fe1As0.55P0.45H0.16O0.84,11
2972,Rh0.12Zr0.88,11
2973,Rb1Bi1O3,11
2974,Mo0.84Zr0.16C1,11
2975,Rb0.7Bi1.3O3,11
2976,Tc0.95V0.05,10.99
2977,Pr1Fe0.9Co0.1As0.8P0.2O1,10.9
2978,La1Fe0.9Ir0.1As1O1,10.9
2979,V2.7Ti0.3Si1,10.9
2980,Nb0.42Tc0.58,10.9
2981,Si1V2.7Ti0.3,10.9
2982,Th1.6Lu0.4C3,10.9
2983,Nb0.8Zr0.2,10.9
2984,Mo0.8Zr0.2C1,10.9
2985,Mo0.95Hf0.05C0.7,10.9
2986,Sm1Fe0.85Co0.15As1O1,10.875
2987,La1Fe1As0.2P0.8F0.05O0.95,10.87
2988,Nd1.85Ce0.15Cu0.98Zn0.02O4,10.85
2989,Y1Ni1.7Cu0.3B2C1,10.85
2990,Mo0.05Tc0.95,10.8
2991,Nb1Sn1Ta2,10.8
2992,Nb3Rh0.1Au0.9,10.8
2993,Ca1Fe1.7Co0.3As2,10.8
2994,Nb0.7Zr0.3,10.8
2995,Nb0.85Zr0.15,10.8
2996,Bi1.5Pb0.5Sr1.4La0.6Cu1O6.118,10.8
2997,V2.928Re0.072Ga1,10.8
2998,C1.35Nb0.1Y0.9,10.8
2999,Nb1Ta2Sn1,10.8
3000,Er0.8Lu0.2Ni2B2C1,10.8
3001,Au0.24Nb0.76,10.78
3002,Nb0.75Zr0.25,10.775
3003,Nb0.9Zr0.1,10.7
3004,V3Ga0.9Sn0.1,10.7
3005,Y2I1.75Cl0.25C2,10.7
3006,Y1Ni1.7Pd0.3B2C1,10.7
3007,V3Si0.79Ga0.21,10.7
3008,Fe1Se0.89S0.11,10.7
3009,C1.35Ti0.1Y0.9,10.7
3010,V2Hf0.84Nb0.16,10.67
3011,Nb0.65Zr0.35,10.6
3012,V3Si0.1Ga0.9,10.6
3013,Na1Fe0.925Co0.075As1,10.6
3014,C1.35Ge0.1Y0.9,10.6
3015,Y1Ni1.6Cu0.4B2C1,10.6
3016,Li1Fe0.98Ni0.02As1,10.58
3017,Tc0.97Ti0.03,10.56
3018,Au0.242Nb0.758,10.56
3019,Nb0.6Zr0.4,10.525
3020,C1Ta0.45W0.55,10.5
3021,Y2I1.4Br0.6C2,10.5
3022,Fe1Se0.82Cl0.18,10.5
3023,Ta0.2Mo0.8C1,10.5
3024,C1.35Ca0.1Y0.9,10.5
3025,V3Si0.72Ga0.28,10.5
3026,Ba0.82K0.18Fe2As2,10.5
3027,Sm1Fe1As0.47P0.53H0.09O0.91,10.5
3028,Y2I1.3Br0.7C2,10.5
3029,Fe1Te0.8Se0.2,10.5
3030,V3Ga0.2Si0.8,10.5
3031,V3Si0.986Sb0.014,10.5
3032,Nb3Sn0.35Sb0.65,10.5
3033,Y0.86Gd0.14Ni2B2C1,10.475
3034,Y1Ni1.4Cu0.6B2C1,10.45
3035,V2Hf0.87Ta0.13,10.45
3036,Y0.83Er0.17Rh4B4,10.4
3037,Y1Ni1.24Pd0.76B2C1,10.4
3038,V2.91Mo0.09Si1,10.4
3039,Y1Ni1.34Pd0.66B2C1,10.4
3040,Tc0.9W0.1,10.4
3041,Y2I1.75Br0.25C2,10.35
3042,La1Fe0.999Mn0.001As1F0.11O0.89,10.33666667
3043,Rh0.14Zr0.86,10.3
3044,Th1.8Lu0.2C3,10.3
3045,Y1Ni1.54Pd0.46B2C1,10.3
3046,Nb0.5Ti0.5,10.3
3047,La1Fe1As0.75P0.25O1,10.3
3048,Zr1Ru0.95Fe0.05P1,10.3
3049,Fe0.98Co0.02Se0.3Te0.7,10.3
3050,La1Fe0.98Co0.02As1F0.11O0.89,10.3
3051,Li1Fe0.95Co0.05As1,10.29
3052,Nb0.4Ta0.6C1,10.27666667
3053,Fe1Se0.9S0.1,10.27
3054,La1Bi1S2F0.4O0.6,10.26
3055,Sr1Fe1.5Ru0.5As2,10.25
3056,Y1Ni1.94Fe0.06B2C1,10.2
3057,Nb0.67Hf0.33N1,10.2
3058,Mo0.65Re0.35,10.2
3059,La1.7Sr0.3Cu1O3.997,10.2
3060,C1Mo0.83Ti0.17,10.2
3061,V3Ga0.999Zn0.001,10.2
3062,Eu0.7Sr0.3Fe1.715Co0.285As2,10.2
3063,Nb0.5Zr0.5,10.122
3064,C1Ta0.5W0.5,10.1
3065,La0.8Y0.2Fe0.975Mn0.025As1F0.11O0.89,10.1
3066,Au0.1C1.3Y0.9,10.1
3067,Y0.45Pr0.55Ba2Cu3O6.98,10.1
3068,Y1Ni1Cu1B2C1,10.1
3069,Hf0.5V2Zr0.5,10.1
3070,Y1Ni1.46Pd0.54B2C1,10.1
3071,Zr0.5Hf0.5V2,10.1
3072,V3Si0.6Al0.4,10.1
3073,Nb0.7Ti0.3,10.1
3074,Y0.99Gd0.01Rh4B4,10.1
3075,Rh0.09Zr0.91,10.1
3076,Fe1Se0.91S0.09,10.1
